SignalID,ToolIndex,ADOC [mm],RDOC [mm],HardnessMean [HRC],CycleToFailureNormalized,ToolHolderLength [mm],ToolRotation [rpm],FeedRate [mm/min],ToolDiameter [mm]
313,8,5,4.5,41.67,0.2956521739130435,80,3200,640,10
314,8,5,4.5,41.67,0.2869565217391304,80,3200,640,10
315,8,5,4.5,41.67,0.2782608695652174,80,3200,640,10
316,9,5,4.5,37.33,1.0,80,3200,640,10
317,9,5,4.5,37.33,0.9932885906040269,80,3200,640,10
318,9,5,4.5,37.33,0.9865771812080536,80,3200,640,10
319,9,5,4.5,37.33,0.9798657718120806,80,3200,640,10
320,9,5,4.5,37.33,0.9731543624161074,80,3200,640,10
321,9,5,4.5,37.33,0.9664429530201344,80,3200,640,10
322,9,5,4.5,37.33,0.959731543624161,80,3200,640,10
323,9,5,4.5,37.33,0.953020134228188,80,3200,640,10
324,9,5,4.5,37.33,0.9463087248322148,80,3200,640,10
325,9,5,4.5,37.33,0.9395973154362416,80,3200,640,10
326,9,5,4.5,37.33,0.9328859060402684,80,3200,640,10
327,9,5,4.5,37.33,0.9261744966442952,80,3200,640,10
328,9,5,4.5,37.33,0.9194630872483222,80,3200,640,10
329,9,5,4.5,37.33,0.912751677852349,80,3200,640,10
330,9,5,4.5,37.33,0.906040268456376,80,3200,640,10
331,9,5,4.5,37.33,0.8993288590604027,80,3200,640,10
332,9,5,4.5,37.33,0.8926174496644296,80,3200,640,10
333,9,5,4.5,37.33,0.8859060402684564,80,3200,640,10
334,9,5,4.5,37.33,0.8791946308724832,80,3200,640,10
335,9,5,4.5,37.33,0.87248322147651,80,3200,640,10
336,9,5,4.5,37.33,0.8657718120805369,80,3200,640,10
337,9,5,4.5,37.33,0.8590604026845637,80,3200,640,10
338,9,5,4.5,37.33,0.8523489932885906,80,3200,640,10
339,9,5,4.5,37.33,0.8456375838926175,80,3200,640,10
340,9,5,4.5,37.33,0.8389261744966443,80,3200,640,10
341,9,5,4.5,37.33,0.8322147651006712,80,3200,640,10
342,9,5,4.5,37.33,0.825503355704698,80,3200,640,10
343,9,5,4.5,37.33,0.8187919463087249,80,3200,640,10
344,9,5,4.5,37.33,0.8120805369127517,80,3200,640,10
345,9,5,4.5,37.33,0.8053691275167785,80,3200,640,10
346,9,5,4.5,37.33,0.7986577181208053,80,3200,640,10
347,9,5,4.5,37.33,0.7919463087248322,80,3200,640,10
348,9,5,4.5,37.33,0.785234899328859,80,3200,640,10
349,9,5,4.5,37.33,0.7785234899328859,80,3200,640,10
350,9,5,4.5,37.33,0.7718120805369127,80,3200,640,10
351,9,5,4.5,37.33,0.7651006711409396,80,3200,640,10
352,9,5,4.5,37.33,0.7583892617449665,80,3200,640,10
353,9,5,4.5,37.33,0.7516778523489933,80,3200,640,10
354,9,5,4.5,37.33,0.7449664429530202,80,3200,640,10
355,9,5,4.5,37.33,0.738255033557047,80,3200,640,10
356,9,5,4.5,37.33,0.7315436241610739,80,3200,640,10
357,9,5,4.5,37.33,0.7248322147651006,80,3200,640,10
358,9,5,4.5,37.33,0.7181208053691275,80,3200,640,10
359,9,5,4.5,37.33,0.7114093959731543,80,3200,640,10
360,9,5,4.5,37.33,0.7046979865771812,80,3200,640,10
361,9,5,4.5,37.33,0.697986577181208,80,3200,640,10
362,9,5,4.5,37.33,0.6912751677852349,80,3200,640,10
363,9,5,4.5,37.33,0.6845637583892618,80,3200,640,10
364,9,5,4.5,37.33,0.6778523489932886,80,3200,640,10
365,9,5,4.5,37.33,0.6711409395973155,80,3200,640,10
366,9,5,4.5,37.33,0.6644295302013423,80,3200,640,10
367,9,5,4.5,37.33,0.6577181208053692,80,3200,640,10
368,9,5,4.5,37.33,0.6510067114093959,80,3200,640,10
369,9,5,4.5,37.33,0.6442953020134228,80,3200,640,10
370,9,5,4.5,37.33,0.6375838926174496,80,3200,640,10
371,9,5,4.5,37.33,0.6308724832214765,80,3200,640,10
372,9,5,4.5,37.33,0.6241610738255033,80,3200,640,10
373,9,5,4.5,37.33,0.6174496644295302,80,3200,640,10
374,9,5,4.5,37.33,0.610738255033557,80,3200,640,10
375,9,5,4.5,37.33,0.6040268456375839,80,3200,640,10
376,9,5,4.5,37.33,0.5973154362416108,80,3200,640,10
377,9,5,4.5,37.33,0.5906040268456376,80,3200,640,10
378,9,5,4.5,37.33,0.5838926174496645,80,3200,640,10
379,9,5,4.5,37.33,0.5771812080536913,80,3200,640,10
380,9,5,4.5,37.33,0.5704697986577181,80,3200,640,10
381,9,5,4.5,37.33,0.5637583892617449,80,3200,640,10
382,9,5,4.5,37.33,0.5570469798657718,80,3200,640,10
383,9,5,4.5,37.33,0.5503355704697986,80,3200,640,10
384,9,5,4.5,37.33,0.5436241610738255,80,3200,640,10
385,9,5,4.5,37.33,0.5369127516778524,80,3200,640,10
386,9,5,4.5,37.33,0.5302013422818792,80,3200,640,10
387,9,5,4.5,37.33,0.5234899328859061,80,3200,640,10
388,9,5,4.5,37.33,0.5167785234899329,80,3200,640,10
389,9,5,4.5,37.33,0.5100671140939598,80,3200,640,10
390,9,5,4.5,37.33,0.5033557046979866,80,3200,640,10
391,9,5,4.5,37.33,0.4966442953020134,80,3200,640,10
392,9,5,4.5,37.33,0.4899328859060403,80,3200,640,10
393,9,5,4.5,37.33,0.4832214765100671,80,3200,640,10
394,9,5,4.5,37.33,0.4765100671140939,80,3200,640,10
395,9,5,4.5,37.33,0.4697986577181208,80,3200,640,10
396,9,5,4.5,37.33,0.4630872483221476,80,3200,640,10
397,9,5,4.5,37.33,0.4563758389261745,80,3200,640,10
398,9,5,4.5,37.33,0.4496644295302013,80,3200,640,10
399,9,5,4.5,37.33,0.4429530201342282,80,3200,640,10
400,7,10,4.5,41.33,0.6666666666666666,80,3200,640,10
401,7,10,4.5,41.33,0.6587301587301587,80,3200,640,10
402,7,10,4.5,41.33,0.6507936507936508,80,3200,640,10
403,7,10,4.5,41.33,0.6428571428571429,80,3200,640,10
404,7,10,4.5,41.33,0.6349206349206349,80,3200,640,10
405,7,10,4.5,41.33,0.626984126984127,80,3200,640,10
406,7,10,4.5,41.33,0.6190476190476191,80,3200,640,10
407,7,10,4.5,41.33,0.6111111111111112,80,3200,640,10
408,7,10,4.5,41.33,0.6031746031746031,80,3200,640,10
409,7,10,4.5,41.33,0.5952380952380952,80,3200,640,10
410,7,10,4.5,41.33,0.5873015873015873,80,3200,640,10
411,7,10,4.5,41.33,0.5793650793650794,80,3200,640,10
412,7,10,4.5,41.33,0.5714285714285714,80,3200,640,10
413,7,10,4.5,41.33,0.5634920634920635,80,3200,640,10
414,7,10,4.5,41.33,0.5555555555555556,80,3200,640,10
415,7,10,4.5,41.33,0.5476190476190477,80,3200,640,10
416,7,10,4.5,41.33,0.5396825396825397,80,3200,640,10
417,7,10,4.5,41.33,0.5317460317460317,80,3200,640,10
418,7,10,4.5,41.33,0.5238095238095238,80,3200,640,10
419,7,10,4.5,41.33,0.5158730158730159,80,3200,640,10
420,7,10,4.5,41.33,0.5079365079365079,80,3200,640,10
421,7,10,4.5,41.33,0.5,80,3200,640,10
422,7,10,4.5,41.33,0.492063492063492,80,3200,640,10
423,7,10,4.5,41.33,0.4841269841269841,80,3200,640,10
424,7,10,4.5,41.33,0.4761904761904761,80,3200,640,10
425,7,10,4.5,41.33,0.4682539682539682,80,3200,640,10
426,7,10,4.5,41.33,0.4603174603174603,80,3200,640,10
427,7,10,4.5,41.33,0.4523809523809524,80,3200,640,10
428,7,10,4.5,41.33,0.4444444444444444,80,3200,640,10
429,7,10,4.5,41.33,0.4365079365079365,80,3200,640,10
430,7,10,4.5,41.33,0.4285714285714285,80,3200,640,10
431,7,10,4.5,41.33,0.4206349206349206,80,3200,640,10
432,7,10,4.5,41.33,0.4126984126984127,80,3200,640,10
433,7,10,4.5,41.33,0.4047619047619047,80,3200,640,10
434,7,10,4.5,41.33,0.3968253968253968,80,3200,640,10
435,7,10,4.5,41.33,0.3888888888888889,80,3200,640,10
436,7,10,4.5,41.33,0.3809523809523809,80,3200,640,10
437,7,10,4.5,41.33,0.373015873015873,80,3200,640,10
438,7,10,4.5,41.33,0.365079365079365,80,3200,640,10
439,7,10,4.5,41.33,0.3571428571428571,80,3200,640,10
440,7,10,4.5,41.33,0.3492063492063492,80,3200,640,10
441,7,10,4.5,41.33,0.3412698412698413,80,3200,640,10
442,3,10,8.0,37.5,0.0204081632653061,80,3200,640,10
443,3,10,8.0,37.5,0.0,80,3200,640,10
444,5,10,8.0,37.5,1.0,80,3200,640,10
445,5,10,8.0,37.5,0.981132075471698,80,3200,640,10
446,5,10,8.0,37.5,0.9622641509433962,80,3200,640,10
447,5,10,8.0,37.5,0.9433962264150944,80,3200,640,10
448,5,10,8.0,37.5,0.9245283018867924,80,3200,640,10
449,5,10,8.0,37.5,0.9056603773584906,80,3200,640,10
450,5,10,8.0,37.5,0.8867924528301887,80,3200,640,10
451,5,10,8.0,37.5,0.8679245283018868,80,3200,640,10
452,5,10,8.0,37.5,0.8490566037735849,80,3200,640,10
453,5,10,8.0,37.5,0.8301886792452831,80,3200,640,10
454,5,10,8.0,37.5,0.7924528301886793,80,3200,640,10
455,5,10,8.0,37.5,0.7735849056603774,80,3200,640,10
456,5,10,8.0,37.5,0.7547169811320755,80,3200,640,10
457,5,10,8.0,37.5,0.7358490566037735,80,3200,640,10
458,5,10,8.0,37.5,0.6981132075471698,80,3200,640,10
459,5,10,8.0,37.5,0.6792452830188679,80,3200,640,10
460,5,10,8.0,37.5,0.660377358490566,80,3200,640,10
461,5,10,8.0,37.5,0.6415094339622641,80,3200,640,10
462,7,10,4.5,39.33,0.3333333333333333,80,3200,640,10
463,7,10,4.5,39.33,0.3253968253968254,80,3200,640,10
464,7,10,4.5,39.33,0.3174603174603174,80,3200,640,10
465,7,10,4.5,39.33,0.3095238095238095,80,3200,640,10
466,7,10,4.5,39.33,0.3015873015873015,80,3200,640,10
467,7,10,4.5,39.33,0.2936507936507936,80,3200,640,10
468,7,10,4.5,39.33,0.2857142857142857,80,3200,640,10
469,7,10,4.5,39.33,0.2777777777777778,80,3200,640,10
470,7,10,4.5,39.33,0.2698412698412698,80,3200,640,10
471,7,10,4.5,39.33,0.2619047619047619,80,3200,640,10
472,7,10,4.5,39.33,0.2539682539682539,80,3200,640,10
473,7,10,4.5,39.33,0.246031746031746,80,3200,640,10
474,7,10,4.5,39.33,0.238095238095238,80,3200,640,10
475,7,10,4.5,39.33,0.2301587301587301,80,3200,640,10
476,7,10,4.5,39.33,0.2222222222222222,80,3200,640,10
477,7,10,4.5,39.33,0.2142857142857142,80,3200,640,10
478,7,10,4.5,39.33,0.2063492063492063,80,3200,640,10
479,7,10,4.5,39.33,0.1984126984126984,80,3200,640,10
480,7,10,4.5,39.33,0.1904761904761904,80,3200,640,10
481,7,10,4.5,39.33,0.1825396825396825,80,3200,640,10
482,7,10,4.5,39.33,0.1746031746031746,80,3200,640,10
483,7,10,4.5,39.33,0.1666666666666666,80,3200,640,10
484,7,10,4.5,39.33,0.1587301587301587,80,3200,640,10
485,7,10,4.5,39.33,0.1507936507936507,80,3200,640,10
486,7,10,4.5,39.33,0.1428571428571428,80,3200,640,10
487,7,10,4.5,39.33,0.1349206349206349,80,3200,640,10
488,7,10,4.5,39.33,0.1269841269841269,80,3200,640,10
489,7,10,4.5,39.33,0.119047619047619,80,3200,640,10
490,7,10,4.5,39.33,0.1111111111111111,80,3200,640,10
491,7,10,4.5,39.33,0.1031746031746031,80,3200,640,10
492,7,10,4.5,39.33,0.0952380952380952,80,3200,640,10
493,7,10,4.5,39.33,0.0873015873015873,80,3200,640,10
494,7,10,4.5,39.33,0.0793650793650793,80,3200,640,10
495,7,10,4.5,39.33,0.0714285714285714,80,3200,640,10
496,7,10,4.5,39.33,0.0634920634920634,80,3200,640,10
497,7,10,4.5,39.33,0.0555555555555555,80,3200,640,10
498,7,10,4.5,39.33,0.0476190476190476,80,3200,640,10
499,7,10,4.5,39.33,0.0396825396825396,80,3200,640,10
500,7,10,4.5,39.33,0.0317460317460317,80,3200,640,10
501,7,10,4.5,39.33,0.0238095238095238,80,3200,640,10
502,7,10,4.5,39.33,0.0158730158730158,80,3200,640,10
503,8,5,4.5,39.0,0.2695652173913043,80,3200,640,10
504,8,5,4.5,39.0,0.2608695652173913,80,3200,640,10
505,8,5,4.5,39.0,0.2521739130434782,80,3200,640,10
506,8,5,4.5,39.0,0.2434782608695652,80,3200,640,10
507,8,5,4.5,39.0,0.2347826086956521,80,3200,640,10
508,8,5,4.5,39.0,0.2260869565217391,80,3200,640,10
509,8,5,4.5,39.0,0.217391304347826,80,3200,640,10
510,8,5,4.5,39.0,0.208695652173913,80,3200,640,10
511,8,5,4.5,39.0,0.2,80,3200,640,10
512,8,5,4.5,39.0,0.1913043478260869,80,3200,640,10
513,8,5,4.5,39.0,0.1826086956521739,80,3200,640,10
514,8,5,4.5,39.0,0.1739130434782608,80,3200,640,10
515,8,5,4.5,39.0,0.1652173913043478,80,3200,640,10
516,8,5,4.5,39.0,0.1565217391304348,80,3200,640,10
517,8,5,4.5,39.0,0.1478260869565217,80,3200,640,10
518,8,5,4.5,39.0,0.1391304347826087,80,3200,640,10
519,8,5,4.5,39.0,0.1304347826086956,80,3200,640,10
520,8,5,4.5,39.0,0.1217391304347826,80,3200,640,10
521,8,5,4.5,39.0,0.1130434782608695,80,3200,640,10
522,8,5,4.5,39.0,0.1043478260869565,80,3200,640,10
523,8,5,4.5,39.0,0.0956521739130434,80,3200,640,10
524,8,5,4.5,39.0,0.0869565217391304,80,3200,640,10
525,8,5,4.5,39.0,0.0782608695652174,80,3200,640,10
526,8,5,4.5,39.0,0.0695652173913043,80,3200,640,10
527,8,5,4.5,39.0,0.0608695652173913,80,3200,640,10
528,8,5,4.5,39.0,0.0521739130434782,80,3200,640,10
529,8,5,4.5,39.0,0.0434782608695652,80,3200,640,10
530,8,5,4.5,39.0,0.0347826086956521,80,3200,640,10
531,8,5,4.5,39.0,0.0260869565217391,80,3200,640,10
532,8,5,4.5,39.0,0.017391304347826,80,3200,640,10
533,8,5,4.5,39.0,0.008695652173913,80,3200,640,10
534,8,5,4.5,39.0,0.0,80,3200,640,10
535,7,10,4.5,39.33,0.0,80,3200,640,10
577,9,5,4.5,39.33,0.436241610738255,80,3200,640,10
578,9,5,4.5,39.33,0.4295302013422818,80,3200,640,10
579,9,5,4.5,39.33,0.4228187919463087,80,3200,640,10
580,9,5,4.5,39.33,0.4161073825503356,80,3200,640,10
581,9,5,4.5,39.33,0.4093959731543624,80,3200,640,10
582,9,5,4.5,39.33,0.4026845637583892,80,3200,640,10
583,9,5,4.5,39.33,0.3959731543624161,80,3200,640,10
584,9,5,4.5,39.33,0.3892617449664429,80,3200,640,10
585,9,5,4.5,39.33,0.3825503355704698,80,3200,640,10
586,9,5,4.5,39.33,0.3758389261744966,80,3200,640,10
587,9,5,4.5,39.33,0.3691275167785235,80,3200,640,10
588,9,5,4.5,39.33,0.3624161073825503,80,3200,640,10
589,9,5,4.5,39.33,0.3557046979865771,80,3200,640,10
590,9,5,4.5,39.33,0.348993288590604,80,3200,640,10
591,9,5,4.5,39.33,0.3422818791946309,80,3200,640,10
592,9,5,4.5,39.33,0.3355704697986577,80,3200,640,10
593,9,5,4.5,39.33,0.3288590604026846,80,3200,640,10
594,9,5,4.5,39.33,0.3221476510067114,80,3200,640,10
595,9,5,4.5,39.33,0.3154362416107382,80,3200,640,10
596,9,5,4.5,39.33,0.3087248322147651,80,3200,640,10
597,9,5,4.5,39.33,0.3020134228187919,80,3200,640,10
598,9,5,4.5,39.33,0.2953020134228188,80,3200,640,10
599,9,5,4.5,39.33,0.2885906040268456,80,3200,640,10
600,9,5,4.5,39.33,0.2818791946308724,80,3200,640,10
601,9,5,4.5,39.33,0.2751677852348993,80,3200,640,10
602,9,5,4.5,39.33,0.2684563758389262,80,3200,640,10
603,9,5,4.5,39.33,0.261744966442953,80,3200,640,10
604,9,5,4.5,39.33,0.2550335570469799,80,3200,640,10
605,9,5,4.5,39.33,0.2483221476510067,80,3200,640,10
606,9,5,4.5,39.33,0.2416107382550335,80,3200,640,10
607,9,5,4.5,39.33,0.2348993288590604,80,3200,640,10
608,9,5,4.5,39.33,0.2281879194630872,80,3200,640,10
609,9,5,4.5,39.33,0.2214765100671141,80,3200,640,10
610,9,5,4.5,39.33,0.2147651006711409,80,3200,640,10
611,9,5,4.5,39.33,0.2080536912751678,80,3200,640,10
612,9,5,4.5,39.33,0.2013422818791946,80,3200,640,10
613,9,5,4.5,39.33,0.1946308724832214,80,3200,640,10
614,9,5,4.5,39.33,0.1879194630872483,80,3200,640,10
615,9,5,4.5,39.33,0.1812080536912751,80,3200,640,10
616,9,5,4.5,39.33,0.174496644295302,80,3200,640,10
617,9,5,4.5,39.33,0.1677852348993288,80,3200,640,10
618,9,5,4.5,39.33,0.1610738255033557,80,3200,640,10
619,9,5,4.5,39.33,0.1543624161073825,80,3200,640,10
620,9,5,4.5,39.33,0.1476510067114094,80,3200,640,10
621,9,5,4.5,39.33,0.1409395973154362,80,3200,640,10
622,9,5,4.5,39.33,0.1342281879194631,80,3200,640,10
623,9,5,4.5,39.33,0.1275167785234899,80,3200,640,10
624,9,5,4.5,39.33,0.1208053691275167,80,3200,640,10
625,9,5,4.5,39.33,0.1140939597315436,80,3200,640,10
626,9,5,4.5,39.33,0.1073825503355704,80,3200,640,10
627,9,5,4.5,39.33,0.1006711409395973,80,3200,640,10
628,9,5,4.5,39.33,0.0939597315436241,80,3200,640,10
629,9,5,4.5,39.33,0.087248322147651,80,3200,640,10
630,9,5,4.5,39.33,0.0805369127516778,80,3200,640,10
631,9,5,4.5,39.33,0.0738255033557047,80,3200,640,10
632,9,5,4.5,39.33,0.0671140939597315,80,3200,640,10
633,9,5,4.5,39.33,0.0604026845637583,80,3200,640,10
634,9,5,4.5,39.33,0.0536912751677852,80,3200,640,10
635,9,5,4.5,39.33,0.046979865771812,80,3200,640,10
636,9,5,4.5,39.33,0.0402684563758389,80,3200,640,10
637,9,5,4.5,39.33,0.0335570469798657,80,3200,640,10
638,9,5,4.5,39.33,0.0268456375838926,80,3200,640,10
639,9,5,4.5,39.33,0.0134228187919463,80,3200,640,10
640,9,5,4.5,39.33,0.0067114093959731,80,3200,640,10
641,9,5,4.5,39.33,0.0,80,3200,640,10
909,10,10,4.5,37.33,1.0,160,3200,640,10
910,10,10,4.5,37.33,0.9285714285714286,160,3200,640,10
911,10,10,4.5,37.33,0.8571428571428571,160,3200,640,10
912,10,10,4.5,37.33,0.7857142857142857,160,3200,640,10
913,10,10,4.5,37.33,0.7142857142857143,160,3200,640,10
914,10,10,4.5,37.33,0.6428571428571429,160,3200,640,10
915,10,10,4.5,37.33,0.5714285714285714,160,3200,640,10
916,10,10,4.5,37.33,0.5,160,3200,640,10
917,10,10,4.5,37.33,0.4285714285714285,160,3200,640,10
918,10,10,4.5,37.33,0.3571428571428571,160,3200,640,10
919,10,10,4.5,37.33,0.2857142857142857,160,3200,640,10
920,10,10,4.5,37.33,0.2142857142857142,160,3200,640,10
921,10,10,4.5,37.33,0.1428571428571428,160,3200,640,10
922,10,10,4.5,37.33,0.0714285714285714,160,3200,640,10
923,10,10,4.5,37.33,0.0,160,3200,640,10
924,11,10,4.5,37.17,0.0,160,3200,640,10
